title,pdf_url,has_compute,has_energy,has_carbon,compute_matches,energy_matches,carbon_matches
Time-VLM: Exploring Multimodal Vision-Language Models for Augmented Time Series Forecasting,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhong25a/zhong25a.pdf,True,True,True,A6000,power\s+consumption; energy\s+consumption,LCA
Graph World Model,https://raw.githubusercontent.com/mlresearch/v267/main/assets/feng25p/feng25p.pdf,True,False,False,A6000; training\s+time,,
Prediction-Powered E-Values,https://raw.githubusercontent.com/mlresearch/v267/main/assets/csillag25a/csillag25a.pdf,False,False,False,,,
Reward Modeling with Ordinal Feedback: Wisdom of the Crowd,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25az/liu25az.pdf,False,False,False,,,
Rethinking Point Cloud Data Augmentation: Topologically Consistent Deformation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bi25b/bi25b.pdf,True,False,False,training\s+time; FLOPs,,
Long-Form Speech Generation with Spoken Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/park25k/park25k.pdf,True,False,False,TPU[\s\-]?v\d,,
Direct Density Ratio Optimization: A Statistically Consistent Approach to Aligning Large Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/higuchi25a/higuchi25a.pdf,False,False,False,,,
SyncMind: Measuring Agent Out-of-Sync Recovery in Collaborative Software Engineering,https://raw.githubusercontent.com/mlresearch/v267/main/assets/guo25l/guo25l.pdf,False,False,False,,,
Nonlinearly Preconditioned Gradient Methods under Generalized Smoothness,https://raw.githubusercontent.com/mlresearch/v267/main/assets/oikonomidis25a/oikonomidis25a.pdf,False,False,False,,,
The Devil Is in the Details: Tackling Unimodal Spurious Correlations for Generalizable Multimodal Reward Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25cw/li25cw.pdf,False,False,False,,,
Patch-wise Structural Loss for Time Series Forecasting,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kudrat25a/kudrat25a.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
The Role of Randomness in Stability,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hopkins25a/hopkins25a.pdf,False,False,False,,,
Logits are All We Need to Adapt Closed Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hiranandani25a/hiranandani25a.pdf,True,False,True,FLOPs,,LCA
Discovering Global False Negatives On the Fly for Self-supervised Contrastive Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/balmaseda25a/balmaseda25a.pdf,True,False,True,A100; training\s+time,,LCA
Annealing Flow Generative Models Towards Sampling High-Dimensional and Multi-Modal Distributions,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25ak/wu25ak.pdf,True,False,False,V100; training\s+time,,
CurvGAD: Leveraging Curvature for Enhanced Graph Anomaly Detection,https://raw.githubusercontent.com/mlresearch/v267/main/assets/grover25a/grover25a.pdf,True,False,False,A6000,,
"System-Aware Unlearning Algorithms: Use Lesser, Forget Faster",https://raw.githubusercontent.com/mlresearch/v267/main/assets/lu25h/lu25h.pdf,True,False,False,training\s+time,,
Morse: Dual-Sampling for Lossless Acceleration of Diffusion Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25m/li25m.pdf,True,False,True,A100; V100; RTX\s?\d{4},,LCA
POROver: Improving Safety and Reducing Overrefusal in Large Language Models with Overgeneration and Preference Optimization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/karaman25a/karaman25a.pdf,True,False,False,GPU[\s\-]?hours?; A100,,
Position: Beyond Assistance – Reimagining LLMs as Ethical and Adaptive Co-Creators in Mental Health Care,https://raw.githubusercontent.com/mlresearch/v267/main/assets/badawi25a/badawi25a.pdf,False,False,False,,,
Devil is in the Details: Density Guidance for Detail-Aware Generation with Flow Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/karczewski25a/karczewski25a.pdf,False,False,False,,,
Revisiting Cooperative Off-Policy Multi-Agent Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25dc/li25dc.pdf,False,False,False,,,
Identifying and Understanding Cross-Class Features in Adversarial Training,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wei25b/wei25b.pdf,False,False,False,,,
LMAct: A Benchmark for In-Context Imitation Learning with Long Multimodal Demonstrations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ruoss25a/ruoss25a.pdf,False,False,False,,,
DAMA: Data- and Model-aware Alignment of Multi-modal LLMs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lu25m/lu25m.pdf,True,False,False,A100,,
ProSec: Fortifying Code LLMs with Proactive Security Alignment,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xu25aa/xu25aa.pdf,True,False,False,A100,,
Adaptive Self-improvement LLM Agentic System for ML Library Development,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25at/zhang25at.pdf,True,False,False,A100; H100; V100; FLOPs; accelerator,,
What Limits Bidirectional Model’s Generative Capabilities? A Uni-Bi-Directional Mixture-of-Expert Method For Bidirectional Fine-tuning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25y/li25y.pdf,True,True,False,A40; RTX\s?\d{4}; FLOPs,TDP,
A Certified Unlearning Approach without Access to Source Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/basaran25a/basaran25a.pdf,False,False,False,,,
Trajectory World Models for Heterogeneous Environments,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yin25f/yin25f.pdf,True,False,False,RTX\s?\d{4}; GPU\s+memory,,
Pfeife: Automatic Pipeline Parallelism for PyTorch,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jhoo25a/jhoo25a.pdf,True,False,False,A100; RTX\s?\d{4},,
Bridging Protein Sequences and Microscopy Images with Unified Diffusion Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zheng25e/zheng25e.pdf,False,False,False,,,
Causal Effect Identification in lvLiNGAM from Higher-Order Cumulants,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tramontano25a/tramontano25a.pdf,False,True,False,,kWh,
Distributed Nonparametric Estimation: from Sparse to Dense Samples per Terminal,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yuan25b/yuan25b.pdf,False,False,True,,,LCA
Learning multivariate Gaussians with imperfect advice,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bhattacharyya25a/bhattacharyya25a.pdf,False,False,True,,,LCA
Improving Soft Unification with Knowledge Graph Embedding Methods,https://raw.githubusercontent.com/mlresearch/v267/main/assets/cui25b/cui25b.pdf,True,False,False,V100,,
Equivariant Polynomial Functional Networks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/vo25b/vo25b.pdf,True,False,False,A100,,
Deep Neural Cellular Potts Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/minartz25a/minartz25a.pdf,True,False,False,A100,,
PatchPilot: A Cost-Efficient Software Engineering Agent with Early Attempts on Formal Verification,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25cf/li25cf.pdf,False,False,False,,,
SPRI: Aligning Large Language Models with Context-Situated Principles,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhan25a/zhan25a.pdf,True,False,True,A100,,greenhouse\s+gas
NoLiMa: Long-Context Evaluation Beyond Literal Matching,https://raw.githubusercontent.com/mlresearch/v267/main/assets/modarressi25a/modarressi25a.pdf,False,False,False,,,
Guided Structural Inference: Leveraging Priors with Soft Gating Mechanisms,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25w/wang25w.pdf,True,False,False,training\s+time,,
Dueling Convex Optimization with General Preferences,https://raw.githubusercontent.com/mlresearch/v267/main/assets/saha25a/saha25a.pdf,False,False,False,,,
Efficient Noise Calculation in Deep Learning-based MRI Reconstructions,https://raw.githubusercontent.com/mlresearch/v267/main/assets/dalmaz25a/dalmaz25a.pdf,True,False,False,A6000,,
Scalable First-order Method for Certifying Optimal k-Sparse GLMs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25bk/liu25bk.pdf,True,False,False,A100; accelerator,,
Selective Prompt Anchoring for Code Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tian25a/tian25a.pdf,True,False,True,L40,,LCA
A Rescaling-Invariant Lipschitz Bound Based on Path-Metrics for Modern ReLU Network Parameterizations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gonon25a/gonon25a.pdf,True,True,True,A100; wall[\s\-]?clock,PUE,LCA
Interchangeable Token Embeddings for Extendable Vocabulary and Alpha-Equivalence,https://raw.githubusercontent.com/mlresearch/v267/main/assets/isik25a/isik25a.pdf,True,False,False,H100; A40; training\s+time,,
Flopping for FLOPs: Leveraging Equivariance for Computational Efficiency,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bokman25a/bokman25a.pdf,True,False,False,A100; V100; training\s+time; wall[\s\-]?clock; compute\s+budget; FLOPs,,
GMAIL: Generative Modality Alignment for generated Image Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mo25a/mo25a.pdf,True,False,False,A100; training\s+time; FLOPs,,
Task Generalization with Autoregressive Compositional Structure: Can Learning from $D$ Tasks Generalize to $D^T$ Tasks?,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abedsoltan25a/abedsoltan25a.pdf,True,False,False,training\s+time,,
Testing the Limits of Fine-Tuning for Improving Visual Cognition in Vision Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/schulze-buschoff25a/schulze-buschoff25a.pdf,True,True,False,A100,kWh,
Poly2Vec: Polymorphic Fourier-Based Encoding of Geospatial Objects for GeoAI Applications,https://raw.githubusercontent.com/mlresearch/v267/main/assets/siampou25a/siampou25a.pdf,True,False,False,RTX\s?\d{4},,
Simple Policy Optimization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xie25m/xie25m.pdf,False,False,False,,,
Boosting Protein Graph Representations through Static-Dynamic Fusion,https://raw.githubusercontent.com/mlresearch/v267/main/assets/guo25b/guo25b.pdf,False,False,False,,,
Unifews: You Need Fewer Operations for Efficient Graph Neural Networks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liao25h/liao25h.pdf,True,False,False,FLOPs,,
On the Dynamic Regret of Following the Regularized Leader: Optimism with History Pruning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mhaisen25a/mhaisen25a.pdf,False,True,False,,PUE,
Concurrent Reinforcement Learning with Aggregated States via Randomized Least Squares Value Iteration,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25c/chen25c.pdf,False,False,False,,,
Learning the Electronic Hamiltonian of Large Atomic Structures,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xia25b/xia25b.pdf,True,False,False,A100; GPU\s+memory; node[\s\-]?hours?,,
Eigen Analysis of Conjugate Kernel and Neural Tangent Kernel,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25u/li25u.pdf,True,False,False,A100,,
Learning-Order Autoregressive Models with Application to Molecular Graph Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25cn/wang25cn.pdf,False,False,True,,,LCA
Inference-Time Decomposition of Activations (ITDA): A Scalable Approach to Interpreting Large Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/leask25a/leask25a.pdf,True,False,False,training\s+time,,
World Model Implanting for Test-time Adaptation of Embodied Agents,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yoo25a/yoo25a.pdf,False,False,False,,,
Theoretical Limitations of Ensembles in the Age of Overparameterization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/dern25a/dern25a.pdf,False,False,False,,,
Constrained Pareto Set Identification with Bandit Feedback,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kone25a/kone25a.pdf,False,True,False,,MWh; energy\s+consumption,
CAN: Leveraging Clients As Navigators for Generative Replay in Federated Continual Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/rong25a/rong25a.pdf,True,False,False,RTX\s?\d{4}; GPU\s+memory,,
FairICP: Encouraging Equalized Odds via Inverse Conditional Permutation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lai25b/lai25b.pdf,False,False,False,,,
Neural Guided Diffusion Bridges,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yang25af/yang25af.pdf,True,True,False,training\s+time,TDP,
MERIT: Maximum-normalized Element-wise Ratio for Language Model Large-batch Training,https://raw.githubusercontent.com/mlresearch/v267/main/assets/luo25u/luo25u.pdf,True,False,False,A100; H100; wall[\s\-]?clock; compute\s+budget; FLOPs,,
EduLLM: Leveraging Large Language Models and Framelet-Based Signed Hypergraph Neural Networks for Student Performance Prediction,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25e/li25e.pdf,True,True,False,A6000,MWh,
Constrained Exploitability Descent: An Offline Reinforcement Learning Method for Finding Mixed-Strategy Nash Equilibrium,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lu25x/lu25x.pdf,False,True,False,,kWh,
Improving Out-of-Distribution Detection with Markov Logic Networks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kirchheim25a/kirchheim25a.pdf,True,False,False,A100,,
COGNATE: Acceleration of Sparse Tensor Programs on Emerging Hardware using Transfer Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sudusinghe25a/sudusinghe25a.pdf,True,False,False,A100; machine\s+hours?; accelerator,,
Online Linear Classification with Massart Noise,https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25e/diakonikolas25e.pdf,False,False,True,,,LCA
Masked Generative Nested Transformers with Decode Time Scaling,https://raw.githubusercontent.com/mlresearch/v267/main/assets/goyal25a/goyal25a.pdf,True,False,True,A100; TPU[\s\-]?v\d; compute\s+budget; FLOPs,,LCA
Craftium: Bridging Flexibility and Efficiency for Rich 3D Single- and Multi-Agent Environments,https://raw.githubusercontent.com/mlresearch/v267/main/assets/malagon25a/malagon25a.pdf,True,False,False,training\s+time,,
On the Vulnerability of Applying Retrieval-Augmented Generation within Knowledge-Intensive Application Domains,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xian25a/xian25a.pdf,True,False,False,A40,,
TabNAT: A Continuous-Discrete Joint Generative Framework for Tabular Data,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25t/zhang25t.pdf,True,False,False,RTX\s?\d{4},,
Model Uncertainty Quantification by Conformal Prediction in Continual Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gao25i/gao25i.pdf,False,False,False,,,
EpiCoder: Encompassing Diversity and Complexity in Code Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25bi/wang25bi.pdf,False,False,False,,,
Learning Monotonic Probabilities with a Generative Cost Model,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tang25c/tang25c.pdf,False,False,False,,,
UniMoMo: Unified Generative Modeling of 3D Molecules for De Novo Binder Design,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kong25b/kong25b.pdf,False,False,False,,,
Efficient and Scalable Density Functional Theory Hamiltonian Prediction through Adaptive Sparsity,https://raw.githubusercontent.com/mlresearch/v267/main/assets/luo25l/luo25l.pdf,True,False,False,A100; A6000; GPU\s+memory,,
PDE-Controller: LLMs for Autoformalization and Reasoning of PDEs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/soroco25a/soroco25a.pdf,False,True,True,,energy\s+consumption,carbon\s+footprint
Lightweight Protocols for Distributed Private Quantile Estimation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25a/aamand25a.pdf,False,True,True,,MWh; TDP,LCA
Privacy Attacks on Image AutoRegressive Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kowalczuk25a/kowalczuk25a.pdf,True,False,False,A40; training\s+time; compute\s+cost; FLOPs; PFLOPs,,
Density Ratio Estimation-based Bayesian Optimization with Semi-Supervised Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kim25c/kim25c.pdf,True,False,False,RTX\s?\d{4},,
Variance as a Catalyst: Efficient and Transferable Semantic Erasure Adversarial Attack for Customized Diffusion Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yang25ai/yang25ai.pdf,True,False,False,A100; GPU\s+memory,,
Strengthen Out-of-Distribution Detection Capability with Progressive Self-Knowledge Distillation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yang25ap/yang25ap.pdf,True,False,True,RTX\s?\d{4}; training\s+time,,LCA
Self-Disentanglement and Re-Composition for Cross-Domain Few-Shot Segmentation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tong25d/tong25d.pdf,True,False,False,FLOPs,,
ReinboT: Amplifying Robot Visual-Language Manipulation with Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25dr/zhang25dr.pdf,False,False,False,,,
Thinking LLMs: General Instruction Following with Thought Generation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25o/wu25o.pdf,True,False,False,compute\s+budget,,
Lightweight Online Adaption for Time Series Foundation Model Forecasts,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lee25ag/lee25ag.pdf,True,False,False,GPU\s+memory,,
Preference Optimization for Combinatorial Optimization Problems,https://raw.githubusercontent.com/mlresearch/v267/main/assets/pan25e/pan25e.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
"Position: Solve Layerwise Linear Models First to Understand Neural Dynamical Phenomena (Neural Collapse, Emergence, Lazy/Rich Regime, and Grokking)",https://raw.githubusercontent.com/mlresearch/v267/main/assets/nam25a/nam25a.pdf,True,False,False,training\s+time,,
Mahalanobis++: Improving OOD Detection via Feature Normalization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/muller25a/muller25a.pdf,False,False,True,,,LCA
"Differentially Private Analysis for Binary Response Models: Optimality, Estimation, and Inference",https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25x/zhang25x.pdf,True,False,False,A100,,
Adversarial Reasoning at Jailbreaking Time,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sabbaghi25a/sabbaghi25a.pdf,True,False,False,A100,,
Scaling Laws for Pre-training Agents and World Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/pearce25a/pearce25a.pdf,True,False,True,training\s+time; compute\s+budget; FLOPs,,LCA
Compress then Serve: Serving Thousands of LoRA Adapters with Little Overhead,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gabrielsson25a/gabrielsson25a.pdf,True,False,False,H100; GPU\s+memory,,
AlphaDPO: Adaptive Reward Margin for Direct Preference Optimization,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25af/wu25af.pdf,True,True,False,A100,TDP,
Graph Generative Pre-trained Transformer,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25bl/chen25bl.pdf,True,False,False,A100,,
Bayesian Inference for Correlated Human Experts and Classifiers,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kelly25a/kelly25a.pdf,False,False,False,,,
NestQuant: nested lattice quantization for matrix products and LLMs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/savkin25a/savkin25a.pdf,True,True,False,A100; FLOPs; accelerator,kWh,
Causal Abstraction Inference under Lossy Representations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xia25a/xia25a.pdf,False,False,True,,,LCA
CoreMatching: A Co-adaptive Sparse Inference Framework with Token and Neuron Pruning for Comprehensive Acceleration of Vision-Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25eb/wang25eb.pdf,True,False,False,A100; RTX\s?\d{4}; FLOPs,,
Hyperbolic-PDE GNN: Spectral Graph Neural Networks in the Perspective of A System of Hyperbolic Partial Differential Equations,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yue25b/yue25b.pdf,True,False,True,V100,,LCA
On the Generalization Ability of Next-Token-Prediction Pretraining,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25ao/li25ao.pdf,False,False,False,,,
Testing Conditional Mean Independence Using Generative Neural Networks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25ad/zhang25ad.pdf,False,True,True,,MWh,LCA
Divide and Conquer: Grounding LLMs as Efficient Decision-Making Agents via Offline Hierarchical Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hu25q/hu25q.pdf,False,False,False,,,
A Theoretical Justification for Asymmetric Actor-Critic Algorithms,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lambrechts25a/lambrechts25a.pdf,True,False,False,training\s+time,,
Gamma Distribution PCA-Enhanced Feature Learning for Angle-Robust SAR Target Recognition,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25cy/zhang25cy.pdf,False,False,False,,,
Context Matters: Query-aware Dynamic Long Sequence Modeling of Gigapixel Images,https://raw.githubusercontent.com/mlresearch/v267/main/assets/guo25j/guo25j.pdf,True,False,False,FLOPs; GPU\s+memory,,
Task-Agnostic Pre-training and Task-Guided Fine-tuning for Versatile Diffusion Planner,https://raw.githubusercontent.com/mlresearch/v267/main/assets/fan25a/fan25a.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
Polynomial Time Learning Augmented Algorithms for NP-hard Permutation Problems,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bampis25a/bampis25a.pdf,False,False,False,,,
Reinforcement Learning with Random Time Horizons,https://raw.githubusercontent.com/mlresearch/v267/main/assets/borrell25a/borrell25a.pdf,True,True,False,A40,MWh,
An Optimistic Algorithm for online CMDPS with Anytime Adversarial Constraints,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhu25ab/zhu25ab.pdf,False,True,False,,kWh,
Efficient Motion Prompt Learning for Robust Visual Tracking,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhao25e/zhao25e.pdf,True,False,False,A100; RTX\s?\d{4}; training\s+time; FLOPs; GPU\s+memory,,
Transfer Learning for Nonparametric Contextual Dynamic Pricing,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25aq/wang25aq.pdf,False,False,False,,,
KinDEL: DNA-Encoded Library Dataset for Kinase Inhibitors,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25o/chen25o.pdf,False,False,False,,,
Representation Shattering in Transformers: A Synthetic Study with Knowledge Editing,https://raw.githubusercontent.com/mlresearch/v267/main/assets/nishi25a/nishi25a.pdf,False,False,False,,,
TimePro: Efficient Multivariate Long-term Time Series Forecasting with Variable- and Time-Aware Hyper-state,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ma25p/ma25p.pdf,True,False,False,V100; training\s+time; FLOPs; GPU\s+memory,,
Scaling Value Iteration Networks to 5000 Layers for Extreme Long-Term Planning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25do/wang25do.pdf,True,False,False,GPU[\s\-]?hours?; A100; training\s+time; wall[\s\-]?clock; GPU\s+memory,,
Hidden No More: Attacking and Defending Private Third-Party LLM Inference,https://raw.githubusercontent.com/mlresearch/v267/main/assets/thomas25b/thomas25b.pdf,False,False,False,,,
Enhancing Logits Distillation with Plug&Play Kendall’s $τ$ Ranking Loss,https://raw.githubusercontent.com/mlresearch/v267/main/assets/guan25a/guan25a.pdf,True,False,True,RTX\s?\d{4},,CO2
Principal-Agent Bandit Games with Self-Interested and Exploratory Learning Agents,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25bf/liu25bf.pdf,False,True,False,,MWh,
RISE: Radius of Influence based Subgraph Extraction for 3D Molecular Graph Explanation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/qu25a/qu25a.pdf,False,False,False,,,
Smoothed Preference Optimization via ReNoise Inversion for Aligning Diffusion Models with Varied Human Preferences,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lu25l/lu25l.pdf,True,True,True,GPU[\s\-]?hours?; training\s+time,PUE,LCA
OTTER: A Vision-Language-Action Model with Text-Aware Visual Feature Extraction,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25u/huang25u.pdf,True,False,True,A100; FLOPs,,LCA
De-AntiFake: Rethinking the Protective Perturbations Against Voice Cloning Attacks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/fan25b/fan25b.pdf,True,False,False,A6000,,
"Neural Collapse Beyond the Unconstrained Features Model: Landscape, Dynamics, and Generalization in the Mean-Field Regime",https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25u/wu25u.pdf,True,False,False,training\s+time,,
Proto Successor Measure: Representing the Behavior Space of an RL Agent,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agarwal25e/agarwal25e.pdf,True,False,False,training\s+time,,
"FAB-PPI: Frequentist, Assisted by Bayes, Prediction-Powered Inference",https://raw.githubusercontent.com/mlresearch/v267/main/assets/cortinovis25a/cortinovis25a.pdf,False,False,False,,,
LLMs on the Line: Data Determines Loss-to-Loss Scaling Laws,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mayilvahanan25a/mayilvahanan25a.pdf,True,True,False,compute\s+budget; FLOPs,TDP,
DeepCrossAttention: Supercharging Transformer Residual Connections,https://raw.githubusercontent.com/mlresearch/v267/main/assets/heddes25a/heddes25a.pdf,True,False,False,A100; training\s+time,,
Behavior-Regularized Diffusion Policy Optimization for Offline Reinforcement Learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/gao25q/gao25q.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
A Large Recurrent Action Model: xLSTM enables Fast Inference for Robotics Tasks,https://raw.githubusercontent.com/mlresearch/v267/main/assets/schmied25a/schmied25a.pdf,True,False,True,A100; training\s+time; FLOPs; GPU\s+memory; accelerator,,LCA
How Do Images Align and Complement LiDAR? Towards a Harmonized Multi-modal 3D Panoptic Segmentation,https://raw.githubusercontent.com/mlresearch/v267/main/assets/pan25c/pan25c.pdf,True,False,False,A40,,
Contextures: Representations from Contexts,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhai25c/zhai25c.pdf,False,False,False,,,
Scaling Laws for Floating–Point Quantization Training,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sun25j/sun25j.pdf,True,True,False,compute\s+budget,MWh,
IMPACT: Iterative Mask-based Parallel Decoding for Text-to-Audio Generation with Diffusion Modeling,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25ap/huang25ap.pdf,True,False,False,V100,,
A Unified Approach to Routing and Cascading for LLMs,https://raw.githubusercontent.com/mlresearch/v267/main/assets/dekoninck25a/dekoninck25a.pdf,False,False,False,,,
Test-Time Multimodal Backdoor Detection by Contrastive Prompting,https://raw.githubusercontent.com/mlresearch/v267/main/assets/niu25b/niu25b.pdf,False,False,False,,,
ERICT: Enhancing Robustness by Identifying Concept Tokens in Zero-Shot Vision Language Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25o/dong25o.pdf,True,False,False,RTX\s?\d{4},,
Can Transformers Reason Logically? A Study in SAT Solving,https://raw.githubusercontent.com/mlresearch/v267/main/assets/pan25d/pan25d.pdf,False,False,False,,,
When Diffusion Models Memorize: Inductive Biases in Probability Flow of Minimum-Norm Shallow Neural Nets,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zeno25a/zeno25a.pdf,False,True,False,,MWh,
DS-VLM: Diffusion Supervision Vision Language Model,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sun25p/sun25p.pdf,False,False,False,,,
Computing Optimal Transport Maps and Wasserstein Barycenters Using Conditional Normalizing Flows,https://raw.githubusercontent.com/mlresearch/v267/main/assets/visentin25a/visentin25a.pdf,True,False,False,RTX\s?\d{4}; training\s+time,,
ETTA: Elucidating the Design Space of Text-to-Audio Models,https://raw.githubusercontent.com/mlresearch/v267/main/assets/lee25m/lee25m.pdf,True,False,False,A100,,
Best of Both Worlds: Regret Minimization versus Minimax Play,https://raw.githubusercontent.com/mlresearch/v267/main/assets/muller25b/muller25b.pdf,False,False,False,,,
Freeze-Omni: A Smart and Low Latency Speech-to-speech Dialogue Model with Frozen LLM,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25aw/wang25aw.pdf,False,False,False,,,
